# OpenClaw Nightly Scan — Full Scored PR Report
# Generated: 2026-02-27
# Total scored: 5053
# Score >= 80: 166
# Score >= 70: 1974
#
# Format: SCORE | PR# | INTENT | TITLE
# ====================================================================================================

# ── CRITICAL (score >= 90) ──────────────────────────────────────────
 74 | #24337  | bugfix     | fix(ollama): pass provider headers to Ollama stream function (#24285)
 74 | #24341  | bugfix     | fix(cron): treat announce delivery failure as ok with delivery tracking (#24282)
 74 | #24368  | bugfix     | fix(cli): keep update/status json stdout machine-readable
 74 | #24413  | bugfix     | fix(daemon): stop false-positive gateway detection for macOS menubar app
 74 | #24544  | bugfix     | fix(cli): avoid false gateway port conflicts under wrapped services
 74 | #24563  | feature    | feat: add ui.user avatar support for webchat
 74 | #24579  | feature    | feat: add agents.defaults.reasoningDefault config key (#24543)
 74 | #24583  | bugfix     | fix(security): strip external content markers from assistant output
 74 | #24653  | bugfix     | fix: allow config overrides for Copilot model definitions and context windows
 74 | #24684  | bugfix     | fix(doctor): exclude browser/CDP services from gateway-like service d…
 74 | #24734  | bugfix     | fix(daemon): recover Windows restarts from unknown stale listeners
 74 | #24736  | bugfix     | fix(matrix): preserve deviceId from whoami on token-only auth startup
 73 | #2902   | bugfix     | fix(matrix): check if requestOwnUserVerification exists before calling
 73 | #3561   | bugfix     | fix: fail fast when both state dirs exist
 73 | #3564   | bugfix     | fix(plugins): follow symlinks in plugin and hook discovery
 73 | #3909   | bugfix     | fix(auth): refresh all OAuth profiles per provider
 73 | #4226   | bugfix     | Fix/sandbox containerworkdir rw access
 73 | #4462   | bugfix     | fix: prevent gateway crash when all auth profiles are in cooldown
 73 | #4779   | bugfix     | fix: Add UTF-8 encoding to SKILL.md read operation (fixes #4661)
 73 | #5098   | bugfix     | fix(slack): forward threadId for message.read
 73 | #5757   | bugfix     | fix(local-places): replace hardcoded dev hostname with localhost
 73 | #6502   | bugfix     | fix(tui): skip empty text for tool-only assistant turns
 73 | #6631   | bugfix     | fix: configure npm global prefix for non-root user in Docker
 73 | #6689   | bugfix     | Fix: auto-remove idle session lanes to prevent unbounded command queue growth
 73 | #7204   | feature    | Plugins: default non-bundled plugins off
 73 | #7224   | feature    | feat(telegram): inherit forum topic bindings from parent group
 73 | #7382   | bugfix     | fix: remove config.schema from agent gateway tool
 73 | #7454   | bugfix     | fix: skip UTF-16 heuristic for audio/video/image MIME types (#7444)
 73 | #7459   | bugfix     | fix(signal): resolve mention placeholders to actual names
 73 | #7798   | feature    | feat: add ERNIE provider support
 73 | #7810   | bugfix     | fix: add fetch timeouts to prevent memory indexing hangs (#4370)
 73 | #8024   | bugfix     | fix(slack): resolve channel names via directory for cross-account messaging
 73 | #8617   | bugfix     | fix: truncate large console payloads before writing to file log
 73 | #8633   | bugfix     | fix: support wildcard patterns (* and **) in exec allowlist
 73 | #8675   | bugfix     | fix: Gemini batch embeddings state path, enum values, and download URL
 73 | #8744   | bugfix     | fix(cron): load persisted cron jobs on gateway startup
 73 | #8751   | bugfix     | fix(security): use 0o600 permissions for session transcript files
 73 | #9011   | bugfix     | fix(session): auto-recovery for corrupted tool responses [AI-assisted]
 73 | #9122   | bugfix     | fix(webchat): constrain .chat-new-messages to button size
 73 | #9583   | bugfix     | fix(models): allow models in agents.defaults.models even if not in catalog
 73 | #9606   | bugfix     | fix: pass fileName to WhatsApp document messages
 73 | #10123  | bugfix     | fix: guard deep health probe against unreachable gateway (#9091)
 73 | #10174  | bugfix     | fix(docker): exclude .env files from Docker build context
 73 | #10185  | bugfix     | fix: pass effective workspace as cwd to Pi SDK createAgentSession
 73 | #10530  | bugfix     | fix: tighten skill scanner false positives and add vm module detection
 73 | #10578  | feature    | feat(doctor): exit with code 1 when critical errors are detected
 73 | #10612  | bugfix     | fix: trim leading blank lines on first emitted chunk only (#5530)
 73 | #10636  | bugfix     | fix: setTimeout integer overflow causing server crash
 73 | #10707  | bugfix     | fix(ui): prevent agents-main stretching to match sidebar height
 73 | #10996  | bugfix     | fix(control-ui): hide tool call blocks when thinking/working toggle is off
 73 | #11175  | bugfix     | fix: add sessions.usage methods to READ_METHODS for authorization
 73 | #11304  | bugfix     | feishu: cache bot info to reduce probe API calls (feishu set low quota)
 73 | #11342  | bugfix     | fix(browser): respect fullPage=false for viewport-only screenshots
 73 | #11661  | bugfix     | fix: Filter HEARTBEAT_OK from chat.history when showOk is false
 73 | #11813  | bugfix     | fix(cron): ensure 'at' schedule type correctly registers nextWakeAtMs during upd
 73 | #11864  | bugfix     | fix: add missing methods to BASE_METHODS for client discovery
 73 | #11889  | bugfix     | fix(chat): filter HEARTBEAT_OK messages in chat.history when showOk is false
 73 | #12459  | feature    | feat(session-memory): add model config for slug generation
 73 | #12503  | feature    | feat: add DeepSeek provider suppor
 73 | #12608  | bugfix     | fix: sanitize client tool call IDs per provider requirements
 73 | #13399  | bugfix     | Hooks: support gogcli executable fallback for Gmail
 73 | #13512  | feature    | feat(context-pruning): add stripThinking option to strip thinking blocks from ol
 73 | #13585  | bugfix     | fix: .gitignore `.tgz` → `*.tgz` glob pattern
 73 | #13679  | feature    | feat(gateway): make WebSocket maxPayload configurable
 73 | #13814  | feature    | feat(web-search): add ZAI Search (zsearch) provider
 73 | #13862  | feature    | ui(chat): surface TUI-style formatted errors in WebChat
 73 | #13894  | feature    | feat(security): add manifest scanner for SKILL.md trust analysis
 73 | #14043  | bugfix     | fix: make '/model default' reset to configured default model
 73 | #14249  | bugfix     | slack: add DM policy matrix regressions (open/allowlist/pairing/disabled)
 73 | #14359  | bugfix     | fix: prefer named Telegram account over orphan 'default' in binding resolution
 73 | #14666  | bugfix     | fix(macos): align minimum Node.js version with runtime guard (22.12.0)
 73 | #14719  | bugfix     | UI: fix debug event log layout and health history toggle
 73 | #14944  | bugfix     | fix(browser): prefer openclaw profile in headless/noSandbox environments
 73 | #14993  | bugfix     | fix(webchat): add heartbeat detection to prevent zombie WebSocket connections
 73 | #15109  | bugfix     | fix: distinguish transient API errors from billing errors
 73 | #15115  | bugfix     | fix: pre-load skill docs in cron sessions to prevent hallucinated syn…
 73 | #15118  | bugfix     | Fix webchat ghost bubble when model replies with NO_REPLY
 73 | #15402  | bugfix     | fix(agent.wait): return deterministic final assistant text to avoid history race
 73 | #15628  | bugfix     | fix: resolve session write lock race condition
 73 | #15639  | bugfix     | fix(memory): serialize local embedding initialization to avoid duplicate model l
 73 | #15690  | feature    | feat(browser): add browser.args config field for custom Chrome launch flags (#14
 73 | #15722  | bugfix     | fix: prefer explicit token over stored device token for remote gateways
 73 | #15920  | bugfix     | fix: await coalescer flush before tool execution
 73 | #15929  | feature    | feat: add list-groups action to WhatsApp message tool
 73 | #16019  | bugfix     | fix(plugins): add postinstall patch for ESM-only package exports
 73 | #16037  | bugfix     | fix(canvas): resolve A2UI assets from dist + retry resolution
 73 | #16170  | bugfix     | fix: restart service manager after update.run
 73 | #16185  | bugfix     | fix: patch systemd unit version before service restart
 73 | #16223  | feature    | feat(slack): sticky thread routing — bypass @mention in active threads
 73 | #16275  | bugfix     | fix(agents): prevent rapid-fire duplicate messages during tool execution
 73 | #16295  | bugfix     | fix: filter brew install options when brew is unavailable
 73 | #16328  | bugfix     | fix: add 'does not support tools' to format error patterns for failover
 73 | #16609  | bugfix     | fix: resolve session store race condition and contextTokens updates
 73 | #16761  | feature    | sessions_spawn: inline attachments + redaction + hardening
 73 | #16788  | feature    | feat(hooks): emit compaction lifecycle hooks
 73 | #16817  | bugfix     | fix(whatsapp): infer extension-aware fallback filename for Baileys documents
 73 | #16838  | bugfix     | fix: include configured fallbacks in model allowlist
 73 | #16865  | bugfix     | fix(diagnostics-otel): share listeners/transports across module bundles
 73 | #16913  | bugfix     | fix(agent): increase transient HTTP retry from 1 to 3 with escalating delays
 73 | #16916  | feature    | feat(status): expose context overhead breakdown in --deep mode
 73 | #16930  | bugfix     | fix: treat empty baseUrl as non-direct for OpenAI Responses
 73 | #16992  | bugfix     | fix(gateway): escape XML entities in file.filename to prevent prompt injection
 73 | #17221  | bugfix     | fix(agents): prevent agents from using exec for gateway management
 73 | #17325  | bugfix     | fix(completion): avoid zsh compdef error when compinit is not initialized
 73 | #17378  | bugfix     | fix(gateway): allow dangerouslyDisableDeviceAuth with trusted-proxy auth mode
 73 | #17606  | feature    | feat(ui): add Edit button for cron jobs in Control UI [AI-assisted]
 73 | #17920  | bugfix     | macOS: fix WebChat panel corner clipping
 73 | #18126  | bugfix     | Fix process tree kill leaving orphans on Unix (manual traversal fallback)
 73 | #18418  | bugfix     | fix(plugins): improve duplicate plugin ID warning with actionable guidance
 73 | #18825  | bugfix     | fix(zalo): replace console.log/error with runtime logging
 73 | #18886  | bugfix     | fix(status): prefer configured contextTokens over model metadata
 73 | #18900  | bugfix     | fix(bootstrap): clarify truncation warning with budget context
 73 | #18940  | bugfix     | Agents: expose message tool buttons schema in scoped contexts
 73 | #18954  | bugfix     | fix(security): secure cron, browser, settings dirs in doctor --fix
 73 | #19061  | bugfix     | fix(llm-task): correct fallback import path from src/ to dist/
 73 | #19105  | bugfix     | fix(slack): suppress system events for bot's own reactions
 73 | #19199  | feature    | feat: add MegaNova AI as built-in provider
 73 | #19313  | bugfix     | fix(session-memory): preserve rotated transcript selection on /new
 73 | #19372  | bugfix     | fix(cron): normalize jobId → id for file-backed jobs
 73 | #19375  | bugfix     | telegram: align tool-error summaries
 73 | #19387  | bugfix     | Fix #19302: Filter isError payloads before heartbeat selection
 73 | #19415  | bugfix     | fix(agents): enable repairToolUseResultPairing for OpenAI models
